run,drag_coarse,drag_true,drag_pred,lift_coarse,lift_true,lift_pred,body_height_mm,body_width_mm,frontal_area_m2,Cd_true_file,Cl_true_file,Cd_coarse_file,Cl_coarse_file,Cd_pred_calc,Cd_true_calc,Cl_pred_calc,Cl_true_calc,Cd_pred_error_%,Cl_pred_error_%,Cd_coarse_error_%,Cl_coarse_error_%,Cd_fine_consistency_%
19,0.016565,0.016954,0.015781,-0.008034,-0.006844,-0.003784,265.1102204408818,459.5190380761523,0.1218231934811507,0.2782625355,-0.1119761417,0.3532437698,-0.1716564477,0.25908038607511535,0.2783378027702621,-0.062122817369509954,-0.11235955657424052,-6.893543678245059,-44.52138069201759,26.94621975080795,53.29734092811664,0.027049013309260406
2,0.017949,0.017114,0.015686,0.008714,0.008695,0.008534,304.3186372745491,431.4629258517034,0.1313022096296802,0.2605208374,0.128657391,0.3832635151,0.1878385309,0.23892971861235543,0.26068106619481396,0.12999019626659705,0.1324425540822664,-8.287674415269077,1.0359336966478998,47.1143417643567,45.999020685877255,0.06150325494615384
20,0.01219,0.01203,0.010787,0.002502,0.011357,0.010957,269.7995991983968,318.436873747495,0.08591414090706462,0.2836266735,0.2722245545,0.2608837788,0.05389759289,0.2511111648469733,0.2800470300462677,0.2550686041743105,0.26438022612098605,-11.464192789690728,-6.30213184009068,-8.018602206678548,-80.20105387297089,1.2620968999702686
21,0.016732,0.013793,0.01167,0.01643,0.0164,0.015232,297.28456913827654,326.85370741482967,0.09716856358006594,0.2844960572,0.3403868238,0.3590371846,0.3539914959,0.24020114263362624,0.28389840277168865,0.3135170355265977,0.3375577325785322,-15.56960578024269,-7.893897881661278,26.201110881335627,3.996826888926125,0.21007476665702413
22,0.017396,0.018435,0.017198,-0.004552,0.000105,0.001356,258.2064128256513,481.9639278557114,0.12444617692298424,0.2959853444,0.0022745069,0.3710447604,-0.09806587865,0.2763925807161323,0.2962726610944237,0.02179255375340594,0.001687476507454,-6.6195046662140395,858.1221210366934,25.3591663979698,-4411.522583202539,0.09707125702662565
23,0.019076,0.020122,0.016772,0.004539,0.02676,0.029637,286.8637274549098,454.3086172344689,0.1303246633547656,0.3117494224,0.4149018511,0.4095146138,0.09658696054,0.2573879658425635,0.30879803533770944,0.4548179789933255,0.4106667043851061,-17.43754844481677,9.620619379619225,31.360183652420464,-76.72052793114185,0.9467177323278767
24,0.014774,0.016298,0.015496,-0.003986,-0.000946,0.001334,301.4529058116232,365.7314629258517,0.11025081224573395,0.2957940598,-0.0171424155,0.3150193105,-0.08564846246,0.2811045049801817,0.2956531506302918,0.02419936820105591,-0.01716087130299767,-4.966142602644084,-241.16661797782183,6.499539143213036,399.6289027062727,0.04763759279124453
25,0.01633,0.016624,0.015659,-0.00023,-0.000161,0.000569,310.0501002004008,419.0380761523046,0.12992279749880523,0.2567603637,-0.0020012944,0.3486611056,-0.004354344414,0.2410508440621285,0.2559058197642777,0.00875904784924651,-0.0024783949098922467,-6.1183585392590265,-537.6691329994483,35.792417714198784,117.57640525052184,0.3328176995109617
26,0.015229,0.022903,0.020253,-0.002768,0.023046,0.02618,284.7795591182365,390.5811623246493,0.11122953120670198,0.4115427883,0.4141400004,0.3244528396,-0.06022504068,0.36416587897620634,0.4118150953533824,0.470738296133762,0.414386354954113,-11.512025157699423,13.666464403123621,-21.161821121869487,-114.54219361129842,0.06616737338715777
27,0.01291,0.012766,0.011784,0.002042,0.003049,0.002868,299.2384769539078,332.064128256513,0.09936636399050605,0.2577036971,0.0606916302,0.2754973002,0.04247423867,0.2371828761113952,0.25694811578734483,0.057725771273547305,0.06136885516493924,-7.962951723056518,-4.886767609766221,6.9046751366920915,-30.0163160389124,0.2931976999778885
28,0.013402,0.013763,0.012627,-0.004315,-0.00284,-0.000984,252.99599198396797,388.5771543086172,0.09830846261661601,0.2800820788,-0.057684709,0.285801213,-0.09245383977,0.256885311069157,0.2799962410901092,-0.0200186224829374,-0.0577773250523803,-8.282132091502815,-65.29648353961984,2.0419493544547254,60.27443212030419,0.030647341043244864
29,0.015523,0.015135,0.014229,-0.006673,-0.005484,-0.003322,270.7114228456914,425.0501002004008,0.1150659174059542,0.2639149249,-0.0950514154,0.331868969,-0.1444249487,0.24731910753033645,0.2630666028864742,-0.05774081630583861,-0.09531927652655599,-6.288320895815908,-39.253070495740765,25.74846577007665,51.94402744264658,0.3214376806644193
3,0.014137,0.01348,0.011818,0.008661,0.012679,0.011914,292.3346693386774,350.90180360721445,0.10258076272786054,0.2625544311,0.2459593718,0.3029279233,0.1851776387,0.23041357240347907,0.2628173088508121,0.23228526837155603,0.24720034561716964,-12.241598270447518,-5.559496809726349,15.377189419676121,-24.71210291975546,0.1001231438794519
30,0.013834,0.014995,0.014077,-0.004832,-0.00336,-0.000749,306.79358717434866,341.6833667334669,0.10482626575796883,0.2865307144,-0.0641489547,0.2953441175,-0.1039814466,0.2685777252144437,0.2860924195205358,-0.014290311585253842,-0.06410607066282098,-6.265642140023339,-77.72323547268364,3.0759016946771016,62.093750531526595,0.1529661071002355
31,0.015502,0.016182,0.015093,-0.007945,-0.006062,-0.001606,263.2865731462926,432.6653306613226,0.11391497222902719,0.2845681013,-0.106176378,0.3312823485,-0.1702795295,0.26498711634947114,0.2841066399501187,-0.028196469148429777,-0.10643025901480778,-6.880948659064917,-73.44374551142648,16.415841054072494,60.37421195512998,0.16216200894379268
32,0.012408,0.013227,0.012351,-0.000966,0.001557,0.002473,269.2785571142285,330.06012024048096,0.08887811293930548,0.2985214404,0.034911166,0.2646597207,-0.02102421644,0.277931193440942,0.29764358316276734,0.05564924632656866,0.035036747485025235,-6.897409757727398,59.40242822760106,-11.343144952880916,-160.2220402492429,0.29406840461991146
33,0.011873,0.012568,0.011559,-0.002557,-0.000633,0.000534,281.65330661322645,309.6192384769539,0.08720528230810318,0.288309336,-0.0143666775,0.2529294856,-0.05529271632,0.26509862003911955,0.28823942007540915,0.012246964538531866,-0.014517469200169797,-8.050629328521113,-185.24562856326293,-12.271489675242435,284.86780482126085,0.02425031584508932
34,0.015352,0.024799,0.021998,-0.002731,0.026889,0.026753,309.65931863727457,356.1122244488978,0.11027346878124987,0.4502764032,0.4882300731,0.3278008299,-0.05910740395,0.39897176071676066,0.4497727381586939,0.4852119062849122,0.4876785014052631,-11.394033113578745,-0.6181853559171546,-27.20008697537718,-112.10646521110418,0.1118568589707771
35,0.013079,0.013934,0.013139,-0.00416,-0.00229,-0.000459,280.3507014028056,353.3066132264529,0.09904975682828583,0.2810472342,-0.0456692077,0.278964749,-0.08956804479,0.2653010046814748,0.2813535428291095,-0.009268069194672116,-0.046239386613941495,-5.6026986222962885,-79.70608718339531,-0.7409733833274578,96.12349173730026,0.10898830937846661
36,0.012018,0.011413,0.009646,0.006638,0.010783,0.010173,268.1062124248497,321.64328657314627,0.08623456331500676,0.2637358538,0.2477161622,0.2567810346,0.1405742597,0.22371540201958393,0.26469664972522405,0.23593787940547659,0.2500853389982556,-15.174444886346377,-4.754749423662523,-2.6370397121940203,-43.25188213334915,0.3643023545644587
37,0.017547,0.018889,0.017974,-0.004751,-0.001113,0.001382,312.00400801603206,410.6212424849699,0.1281154734318336,0.2955223843,-0.0170868628,0.3747645909,-0.1022481361,0.2805906190490476,0.2948746079457806,0.021574287054956256,-0.017374950428485032,-5.052668103744861,-226.26242340376405,26.8142823724504,498.4020431181784,0.21919705194373
38,0.021215,0.021934,0.020023,-0.008226,-0.006887,-0.00329,309.78957915831666,483.96793587174346,0.1499282231798266,0.2926182604,-0.0927979396,0.4536372336,-0.1761955477,0.2671011444720992,0.2925933427983331,-0.04388766744809501,-0.09187062787690892,-8.720274631193451,-52.706204860506396,55.02697370283458,89.87010752553391,0.008515395325238616
39,0.016189,0.016551,0.015563,-0.006161,-0.003091,0.000317,286.4729458917836,418.63727454909815,0.11992825330018754,0.2762251172,-0.0510637807,0.3457542922,-0.1332033245,0.25953850859554983,0.27601502639368664,0.005286494070859686,-0.05154748635024382,-6.040945433781193,-110.35272750742425,25.171199384325938,160.85676123859741,0.07605782140413751
4,0.018551,0.021341,0.019834,-0.004836,0.00647,0.009015,313.82765531062125,425.8517034068136,0.1336440415901944,0.3200806881,0.0960488173,0.3949992898,-0.1036617067,0.2968183207272181,0.31937076649387725,0.13491061618210504,0.09682436901810533,-7.267657261944608,40.46046580742752,23.40616116039897,-207.92606261482825,0.2217945763416288
40,0.014405,0.015736,0.01488,-0.002159,0.001872,0.003588,261.7234468937876,409.4188376753507,0.10715450941964089,0.2937901651,0.0356949878,0.3072007019,-0.0470564595,0.2777297956118041,0.29370672471420356,0.06696871684510437,0.03494020009309794,-5.466612363531393,87.61378269781723,4.564664986465874,-231.82931946540685,0.028401354336704626
41,0.02471,0.022041,0.019133,0.035513,0.033579,0.029969,277.3547094188377,442.2845691382765,0.1226697081537825,0.3601308773,0.5475986441,0.5292573807,0.7589522906,0.3119433524047239,0.35935522031842987,0.4886128849745031,0.5474701212772812,-13.380559105775992,-10.771713874938888,46.962511148165845,38.596451758453135,0.21538197096162087
42,0.015014,0.014962,0.013812,-0.00661,-0.004312,0.000421,253.51703406813627,431.86372745490985,0.1094848113059787,0.2737872252,-0.0789571284,0.3198045222,-0.1411479806,0.2523089702625401,0.2733164504103769,0.007690564471512409,-0.078768916867367,-7.84487111178037,-109.74017752083346,16.80768595626938,78.76534197765984,0.17194914382115456
43,0.011972,0.013186,0.012458,-0.003527,-0.001913,-2.6e-05,289.07815631262525,318.8376753507014,0.09216900735338412,0.2861137206,-0.0412908415,0.2551319883,-0.0755414118,0.2703294818449097,0.2861265490132428,-0.0005641809702976121,-0.041510699853051225,-5.516770996507858,-98.63364138437912,-10.828467867611941,82.94955747026854,0.004483676356342346
44,0.013136,0.013476,0.013052,-0.002228,-0.002135,0.001168,283.60721442885773,380.16032064128257,0.10781620957345553,0.2506454681,-0.0385326866,0.2806915595,-0.04860197092,0.24211572734075074,0.24998096396291428,0.021666500883695747,-0.039604434406413036,-3.4031099081536733,-156.2288872006546,11.987486399719202,26.13179928128864,0.2651171561660141
45,0.012358,0.012764,0.011793,-0.002694,-0.001649,-0.000829,288.2965931863727,317.23446893787576,0.09145761663607775,0.2797673691,-0.03556829,0.263041265,-0.05822123541,0.25788994801659754,0.27912382739623937,-0.01812861586583222,-0.03606041925543707,-7.819861606370041,-49.031522556096405,-5.978575755209463,63.6885984960199,0.2300274352333789
46,0.013544,0.012886,0.011463,0.005589,0.005257,0.004245,279.95991983967934,339.67935871743487,0.09509660603772675,0.271814958,0.1118210635,0.2895746761,0.1192110844,0.2410811589943051,0.27100862032632084,0.08927763412115722,0.11056125384568281,-11.306882899981867,-20.160270948275127,6.533753046806198,6.608791464409568,0.2966494852277991
47,0.013881,0.015975,0.014739,-0.002837,-0.000119,0.001721,310.31062124248496,338.0761523046092,0.10490862084891224,0.3045251861,-0.0028133927,0.296918781,-0.06012503627,0.2809873941861628,0.30455075799741843,0.032809505759847084,-0.0022686410141904726,-7.729341607267867,-1266.1900508893439,-2.4977917910219087,2037.1007421040085,0.008397301302369802
48,0.011849,0.012734,0.011979,-0.002084,-0.00074,0.000288,281.002004008016,319.2384769539078,0.08970665178051493,0.2845335704,-0.0158870292,0.2526612824,-0.04478996466,0.26707049616139933,0.2839031386692762,0.006420928532805995,-0.01649821914679318,-6.137438972157453,-140.416168762414,-11.201591416855877,181.9278802609616,0.22156673106710564
49,0.0141,0.015413,0.014444,-0.006002,-0.002288,0.000219,258.85771543086173,407.0140280561122,0.10535872145091786,0.2921136741,-0.0423979873,0.3005722306,-0.1288425682,0.2741870782235877,0.29258137888813046,0.004157225846785219,-0.043432569577372515,-6.136856116593661,-109.80524338895968,2.895638667399169,203.88840698577218,0.16011054243573428
5,0.012826,0.014278,0.013455,-0.004351,-0.001898,0.000461,267.4549098196393,363.7274549098197,0.09728069365183274,0.2933716315,-0.0385176264,0.2741165073,-0.09412614927,0.2766222051860649,0.29354231480093906,0.009477728472001184,-0.0390211033402565,-5.7092862824860795,-124.60621112416518,-6.56338995749152,144.37162428575817,0.05817989287728942
50,0.017152,0.016567,0.015037,0.000736,0.000318,-0.00131,276.05210420841684,484.36873747494985,0.13371100919273415,0.2488291757,0.0047441219,0.3656659437,0.01346570948,0.2249179045283447,0.24780308068903945,-0.019594497235627555,0.004756526809869895,-9.609512672454384,-513.0268498292077,46.954609591627566,183.83987097802014,0.4123692521481687
6,0.019123,0.020161,0.018085,0.014538,0.027372,0.026865,288.8176352705411,345.69138276553105,0.09984176770374416,0.4039881592,0.549093518,0.4087854082,0.3106241323,0.36227323325570077,0.40385903542539026,0.5381515295224993,0.5483075997055594,-10.325779356232976,-1.992736777763348,1.1874726748179414,-43.42964866323553,0.03196226712817935
7,0.018279,0.018715,0.017785,-0.005704,-0.00332,-0.000888,307.7054108216433,435.871743486974,0.13412009389520527,0.2801140039,-0.0490784943,0.390149411,-0.1232470834,0.26521007379992306,0.2790782418423143,-0.013241863679186488,-0.049507868710472004,-5.320665833400326,-73.01900991859384,39.28236559685975,151.12238090808748,0.36976446848958866
8,0.021537,0.020634,0.017139,0.005447,0.021288,0.025153,310.8316633266533,472.3446893787575,0.14681968546311058,0.2836403334,0.2958746903,0.4613013104,0.1178087153,0.2334700547265004,0.28107947425325913,0.3426379769260554,0.28998836134066985,-17.68799171546158,15.805098630991415,62.63600626553205,-60.18290203175246,0.9028543705487225
9,0.018708,0.019739,0.018897,-0.010736,-0.009229,-0.006772,277.74549098196394,492.7855711422845,0.13686897040574134,0.2895972155,-0.1346837645,0.3999741148,-0.2302771621,0.2761327120965515,0.28843645044577604,-0.09895595736454711,-0.13485890881828194,-4.649389801694593,-26.527181853053182,38.11393666525084,70.97618480956551,0.4008205162538818
